Order26	POAexemptCode	Description
60481	S75.291S	"Other specified injury of greater saphenous vein at hip and thigh level, right leg, sequela"
60484	S75.292D	"Other specified injury of greater saphenous vein at hip and thigh level, left leg, subsequent encounter"
60485	S75.292S	"Other specified injury of greater saphenous vein at hip and thigh level, left leg, sequela"
60488	S75.299D	"Other specified injury of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter"
60489	S75.299S	"Other specified injury of greater saphenous vein at hip and thigh level, unspecified leg, sequela"
60494	S75.801D	"Unspecified injury of other blood vessels at hip and thigh level, right leg, subsequent encounter"
60495	S75.801S	"Unspecified injury of other blood vessels at hip and thigh level, right leg, sequela"
60498	S75.802D	"Unspecified injury of other blood vessels at hip and thigh level, left leg, subsequent encounter"
60499	S75.802S	"Unspecified injury of other blood vessels at hip and thigh level, left leg, sequela"
60502	S75.809D	"Unspecified injury of other blood vessels at hip and thigh level, unspecified leg, subsequent encounter"
60503	S75.809S	"Unspecified injury of other blood vessels at hip and thigh level, unspecified leg, sequela"
60507	S75.811D	"Laceration of other blood vessels at hip and thigh level, right leg, subsequent encounter"
60508	S75.811S	"Laceration of other blood vessels at hip and thigh level, right leg, sequela"
60511	S75.812D	"Laceration of other blood vessels at hip and thigh level, left leg, subsequent encounter"
60512	S75.812S	"Laceration of other blood vessels at hip and thigh level, left leg, sequela"
60515	S75.819D	"Laceration of other blood vessels at hip and thigh level, unspecified leg, subsequent encounter"
60516	S75.819S	"Laceration of other blood vessels at hip and thigh level, unspecified leg, sequela"
60520	S75.891D	"Other specified injury of other blood vessels at hip and thigh level, right leg, subsequent encounter"
60521	S75.891S	"Other specified injury of other blood vessels at hip and thigh level, right leg, sequela"
60524	S75.892D	"Other specified injury of other blood vessels at hip and thigh level, left leg, subsequent encounter"
60525	S75.892S	"Other specified injury of other blood vessels at hip and thigh level, left leg, sequela"
60528	S75.899D	"Other specified injury of other blood vessels at hip and thigh level, unspecified leg, subsequent encounter"
60529	S75.899S	"Other specified injury of other blood vessels at hip and thigh level, unspecified leg, sequela"
60534	S75.901D	"Unspecified injury of unspecified blood vessel at hip and thigh level, right leg, subsequent encounter"
60535	S75.901S	"Unspecified injury of unspecified blood vessel at hip and thigh level, right leg, sequela"
60538	S75.902D	"Unspecified injury of unspecified blood vessel at hip and thigh level, left leg, subsequent encounter"
60539	S75.902S	"Unspecified injury of unspecified blood vessel at hip and thigh level, left leg, sequela"
60542	S75.909D	"Unspecified injury of unspecified blood vessel at hip and thigh level, unspecified leg, subsequent encounter"
60543	S75.909S	"Unspecified injury of unspecified blood vessel at hip and thigh level, unspecified leg, sequela"
60547	S75.911D	"Laceration of unspecified blood vessel at hip and thigh level, right leg, subsequent encounter"
60548	S75.911S	"Laceration of unspecified blood vessel at hip and thigh level, right leg, sequela"
60551	S75.912D	"Laceration of unspecified blood vessel at hip and thigh level, left leg, subsequent encounter"
60552	S75.912S	"Laceration of unspecified blood vessel at hip and thigh level, left leg, sequela"
60555	S75.919D	"Laceration of unspecified blood vessel at hip and thigh level, unspecified leg, subsequent encounter"
60556	S75.919S	"Laceration of unspecified blood vessel at hip and thigh level, unspecified leg, sequela"
60560	S75.991D	"Other specified injury of unspecified blood vessel at hip and thigh level, right leg, subsequent encounter"
60561	S75.991S	"Other specified injury of unspecified blood vessel at hip and thigh level, right leg, sequela"
60564	S75.992D	"Other specified injury of unspecified blood vessel at hip and thigh level, left leg, subsequent encounter"
60565	S75.992S	"Other specified injury of unspecified blood vessel at hip and thigh level, left leg, sequela"
60568	S75.999D	"Other specified injury of unspecified blood vessel at hip and thigh level, unspecified leg, subsequent encounter"
60569	S75.999S	"Other specified injury of unspecified blood vessel at hip and thigh level, unspecified leg, sequela"
60575	S76.001D	"Unspecified injury of muscle, fascia and tendon of right hip, subsequent encounter"
60576	S76.001S	"Unspecified injury of muscle, fascia and tendon of right hip, sequela"
60579	S76.002D	"Unspecified injury of muscle, fascia and tendon of left hip, subsequent encounter"
60580	S76.002S	"Unspecified injury of muscle, fascia and tendon of left hip, sequela"
60583	S76.009D	"Unspecified injury of muscle, fascia and tendon of unspecified hip, subsequent encounter"
60584	S76.009S	"Unspecified injury of muscle, fascia and tendon of unspecified hip, sequela"
60588	S76.011D	"Strain of muscle, fascia and tendon of right hip, subsequent encounter"
60589	S76.011S	"Strain of muscle, fascia and tendon of right hip, sequela"
60592	S76.012D	"Strain of muscle, fascia and tendon of left hip, subsequent encounter"
60593	S76.012S	"Strain of muscle, fascia and tendon of left hip, sequela"
60596	S76.019D	"Strain of muscle, fascia and tendon of unspecified hip, subsequent encounter"
60597	S76.019S	"Strain of muscle, fascia and tendon of unspecified hip, sequela"
60601	S76.021D	"Laceration of muscle, fascia and tendon of right hip, subsequent encounter"
60602	S76.021S	"Laceration of muscle, fascia and tendon of right hip, sequela"
60605	S76.022D	"Laceration of muscle, fascia and tendon of left hip, subsequent encounter"
60606	S76.022S	"Laceration of muscle, fascia and tendon of left hip, sequela"
60609	S76.029D	"Laceration of muscle, fascia and tendon of unspecified hip, subsequent encounter"
60610	S76.029S	"Laceration of muscle, fascia and tendon of unspecified hip, sequela"
60614	S76.091D	"Other specified injury of muscle, fascia and tendon of right hip, subsequent encounter"
60615	S76.091S	"Other specified injury of muscle, fascia and tendon of right hip, sequela"
60618	S76.092D	"Other specified injury of muscle, fascia and tendon of left hip, subsequent encounter"
60619	S76.092S	"Other specified injury of muscle, fascia and tendon of left hip, sequela"
60622	S76.099D	"Other specified injury of muscle, fascia and tendon of unspecified hip, subsequent encounter"
60623	S76.099S	"Other specified injury of muscle, fascia and tendon of unspecified hip, sequela"
60628	S76.101D	"Unspecified injury of right quadriceps muscle, fascia and tendon, subsequent encounter"
60629	S76.101S	"Unspecified injury of right quadriceps muscle, fascia and tendon, sequela"
60632	S76.102D	"Unspecified injury of left quadriceps muscle, fascia and tendon, subsequent encounter"
60633	S76.102S	"Unspecified injury of left quadriceps muscle, fascia and tendon, sequela"
60636	S76.109D	"Unspecified injury of unspecified quadriceps muscle, fascia and tendon, subsequent encounter"
60637	S76.109S	"Unspecified injury of unspecified quadriceps muscle, fascia and tendon, sequela"
60641	S76.111D	"Strain of right quadriceps muscle, fascia and tendon, subsequent encounter"
60642	S76.111S	"Strain of right quadriceps muscle, fascia and tendon, sequela"
60645	S76.112D	"Strain of left quadriceps muscle, fascia and tendon, subsequent encounter"
60646	S76.112S	"Strain of left quadriceps muscle, fascia and tendon, sequela"
60649	S76.119D	"Strain of unspecified quadriceps muscle, fascia and tendon, subsequent encounter"
60650	S76.119S	"Strain of unspecified quadriceps muscle, fascia and tendon, sequela"
60654	S76.121D	"Laceration of right quadriceps muscle, fascia and tendon, subsequent encounter"
60655	S76.121S	"Laceration of right quadriceps muscle, fascia and tendon, sequela"
60658	S76.122D	"Laceration of left quadriceps muscle, fascia and tendon, subsequent encounter"
60659	S76.122S	"Laceration of left quadriceps muscle, fascia and tendon, sequela"
60662	S76.129D	"Laceration of unspecified quadriceps muscle, fascia and tendon, subsequent encounter"
60663	S76.129S	"Laceration of unspecified quadriceps muscle, fascia and tendon, sequela"
60667	S76.191D	"Other specified injury of right quadriceps muscle, fascia and tendon, subsequent encounter"
60668	S76.191S	"Other specified injury of right quadriceps muscle, fascia and tendon, sequela"
60671	S76.192D	"Other specified injury of left quadriceps muscle, fascia and tendon, subsequent encounter"
60672	S76.192S	"Other specified injury of left quadriceps muscle, fascia and tendon, sequela"
60675	S76.199D	"Other specified injury of unspecified quadriceps muscle, fascia and tendon, subsequent encounter"
60676	S76.199S	"Other specified injury of unspecified quadriceps muscle, fascia and tendon, sequela"
60681	S76.201D	"Unspecified injury of adductor muscle, fascia and tendon of right thigh, subsequent encounter"
60682	S76.201S	"Unspecified injury of adductor muscle, fascia and tendon of right thigh, sequela"
60685	S76.202D	"Unspecified injury of adductor muscle, fascia and tendon of left thigh, subsequent encounter"
60686	S76.202S	"Unspecified injury of adductor muscle, fascia and tendon of left thigh, sequela"
60689	S76.209D	"Unspecified injury of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter"
60690	S76.209S	"Unspecified injury of adductor muscle, fascia and tendon of unspecified thigh, sequela"
60694	S76.211D	"Strain of adductor muscle, fascia and tendon of right thigh, subsequent encounter"
60695	S76.211S	"Strain of adductor muscle, fascia and tendon of right thigh, sequela"
60698	S76.212D	"Strain of adductor muscle, fascia and tendon of left thigh, subsequent encounter"
60699	S76.212S	"Strain of adductor muscle, fascia and tendon of left thigh, sequela"
60702	S76.219D	"Strain of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter"
60703	S76.219S	"Strain of adductor muscle, fascia and tendon of unspecified thigh, sequela"
60707	S76.221D	"Laceration of adductor muscle, fascia and tendon of right thigh, subsequent encounter"
60708	S76.221S	"Laceration of adductor muscle, fascia and tendon of right thigh, sequela"
60711	S76.222D	"Laceration of adductor muscle, fascia and tendon of left thigh, subsequent encounter"
60712	S76.222S	"Laceration of adductor muscle, fascia and tendon of left thigh, sequela"
60715	S76.229D	"Laceration of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter"
60716	S76.229S	"Laceration of adductor muscle, fascia and tendon of unspecified thigh, sequela"
60720	S76.291D	"Other injury of adductor muscle, fascia and tendon of right thigh, subsequent encounter"
60721	S76.291S	"Other injury of adductor muscle, fascia and tendon of right thigh, sequela"
60724	S76.292D	"Other injury of adductor muscle, fascia and tendon of left thigh, subsequent encounter"
60725	S76.292S	"Other injury of adductor muscle, fascia and tendon of left thigh, sequela"
60728	S76.299D	"Other injury of adductor muscle, fascia and tendon of unspecified thigh, subsequent encounter"
60729	S76.299S	"Other injury of adductor muscle, fascia and tendon of unspecified thigh, sequela"
